"Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Ratatouille","manendra-lodhi","4 May 2012","Before getting into somewhat detail it is better to tell that some people are animation lovers to such an extent that they will never criticize an animation film . i too am such a guy.But the film definitely makes a position from the starting itself. The character of remi is too good and How his passion of cooking takes him to newer dimensions is worth watching. Linguini appears to be stupid but he is cute and adorable. Other members of the kitchen also have a good presence. Just one thing that i found somewhat weird was that remi could control linguini's arms with his hair. Well other than that everything seems to be so real especially the whole clan.A must watch for die-hard-fans of Animations and good and situational comedy.","
            8/10
            "
"Ratatouille","bobtaurus","6 January 2009","Please understand that I write as someone who thoroughly enjoyed prior Pixar efforts: Toy Story, Wall-E, Finding Nemo, etc. However, as That_American_Chick wrote recently, the animation is the only exceptional quality of ""Ratatouille."" There's nothing particularly wrong with the movie; it's just lacking in anything particularly good. The story line and the attempts at humor are, by and large, very predictable. Considering some movie critics put ""Ratatouille"" in their Top Ten lists for 2007, I expected something more. Granted, you could do worse; there's nothing off-putting here, but when the movie ended, my wife and I looked at each other and said, ""That's it? What's the big deal?""","
            9/10
            "
"Ratatouille","Bunuel1976","7 February 2009","Surprising exploring rodents in the kitchen is every restaurateur's (or housewife's) nightmare but the makers of this amiable animated movie turn that situation nicely on its head by making their protagonist a first-class gourmet that conveniently guides his artless master to fame and fortune in the culinary arts. Despite being the secret son of a famous (but subsequently) disgraced chef, he is engaged as a caretaker in his late father's bistro and mistreated by just everybody, especially the ambitious Head Chef who has his own designs on the place. However, his biggest nemesis is the fearsome food critic (splendidly voiced by Peter O'Toole) whose scathing review had sent his own father to an early grave and is intent on finding out just what the fuss of the revamped restaurant is all about. Aiding him in ditching his persecutors (including the belated appearance of a sanitary official) are a tough but conventional female cook, the friendly and constantly inventive mouse and, at the climax  just when everything seems lost after his employees quit him en masse upon discovering who the true gastronomical genius really is  the rat's entire family who find themselves engaged as impromptu cooks! RATATOUILLE won the Best Animated Feature Oscar and received a handful of other nominations including Best Screenplay and Best Music Score.","
            9/10
            "
"Ratatouille","Pavel-8","4 August 2007","""Ratatouille"" is the latest computer-animated release from Pixar, the company that has produced the best animated films over the last decade. The odd title is the name of vegetable stew and doubles as a pun on the main character, a rat named Remy.Remy is no ordinary rat though. He resides in France amidst a colony that lives as rats do, thriving on the garbage and remnants of others, Remy is the exception because he has a finely-honed sense of smell and loves cooking. Through a series of fortunate events, Remy finds himself in Paris at a fine restaurant, where he learns how to interact with a kitchen boy named Linguini to create magnificent meals. Things of course get complicated, as Remy attempts to balance his passion with his family, and Linguini must handle being a celebrity through no talent of his own, while dealing with a sinister restaurant critic.Like all of Pixar's work, ""Ratatouille"" looks phenomenal. The rats in particular look good, with fine detail paid to fur in various states. The humans are not the most hyper-realistic creations seen on screen, but neither are they intended to be. This is a cartoon, and the artists seem to know that, because most of the characters border on caricature. The slimy French chef is ridiculously short and sports a pencil-line mustache. The critic has long and angular features that scream evil. Even though the movie is made with the most modern of technology, it is a throwback to the classic days of Disney and Looney Tunes, when merely a glance at a character would explain everything about a character. The bad guys look bad; the good guys are goofy but likable, and the gray characters share attributes of both, leaving the viewer guessing for a while.One thing that separates ""Ratatouille"" from most of its Pixar brethren is the pervasive kinetic energy. Plenty of other movies, like Cars and The Incredibles, were drenched with action and movement, but it feels different here because the scope of the movie is centered on a rat. When you watch Remy race through a kitchen or up a building from close-up, it feels much wilder and more dangerous than watching a human make the same thirty-foot trek, which is appropriate since it is more hazardous for a rat to make that trip.The question about all Pixar movies is twofold: how well does it play with kids, and how well does it play with adults? I suspect that Ratatouille may not be as accessible to kids as most of the rest of the Pixar library, because many of the characters are rats. Rodents are not as marketable or over-the-top memorable as a giant furry blue monster or an innocent little clown fish. Nor is the story quite as simple as some others. But the pace is brisk enough, and the story is understandable enough, thanks in large part to the brilliant animation, that kids should still enjoy the movie. Adults should enjoy it too, with the fine images, clever humor, and various twists and turns of the story. On the whole, ""Ratatouille"" is not as memorable as ""Finding Nemo"" or either ""Toy Story"", but it is good enough to be tucked right behind them with ""Monster's Inc."" Bottom Line: 7 of 10 for the best family film of the summer. What the heck, call it 8 of 10.","
            5/10
            "
"Ratatouille","Mightyzebra","19 January 2008","If you have ever said that rats are cute but no-one believes you, this animated CGI film may just be able to prove your point! With a weird, topsy-turvy plot with good Pixar quality, this film is sure to delight! Even though the adventure and dare may overdo itself, the characters and theme thankfully do not. The theme is cooking and it will not be a surprise that you will want to eat/cook just after you have viewed this motion picture! Also like all Pixar films, this has good quality CGI, the water and Paris sequences are definitely something to admire. So even if you are becoming bored of CGI, this film WILL NOT make you even more bored! Remy is a rat in France with an unusual dream: to cook. He is originally starting out life testing food for rat poisoning, but of course he is becoming bored. When a crazy old woman chases him and his rat family (which is a huge number of rats) out of her home, Remy loses his way and ends up lost in the sewers. There, he resolves to follow his dream and finding the famous ""Gustseau's Restaurant"" and is determined to start cooking. Remy also meets the amateur chef Linguini...The only downside to this film is that the plot is a little anxious and hectic. Luckily, like medicine, the cute rats and goodies make it better! :-) Enjoy ""Ratatouille""! :-)","
            10/10
            "
"Ratatouille","paulclaassen","2 July 2018","Although the idea of rats preparing food in a restaurant is anything less than appealing, this was a delightful, entertaining movie! 'Ratatouille' is just bursting with flavor! Whisk together stunning animation, a fantastic plot, great characters, and blend in humor, drama, action and adventure and you have a recipe for success! I enjoyed every moment. This is one of my favorite animated films, actually.","
            10/10
            "
"Ratatouille","rcbbo","17 July 2007","Finding Nemo, The Incredibles, A Bug's Life, Toy Story 1 and 2.And now, Ratatouille. Considering that this movie came from Pixar, it was so earth shatteringly average that it made me want to cry.Remy (Patton Oswalt, King of Queens) is a rat with a love for cooking. It's his passion in life. Often choosing cooking over family. His dad (Brian Dennehy) and the rest of the rat colony, all think Remy needs to stop chasing a dream that will never come true. It's time wasted.After messing around in a local woman's kitchen, Remy gets busted and chased out of the house with a shotgun. Everyone else, in fear, heads for their little boats to float away in the sewer. Remy gets separated from his family, certain that he'll never see his family again. Hungry and alone, all Remy has is the book, Anyone Can Cook, of his all time favorite chef, Gusteau.In his delusional state, Remy receives advice from a shoulder angel version of the recently deceased Chef Gusteau and ends out making all the way to Gusteau's old restaurant in Paris.Remy befriends Linguini. A young garbage boy who is credited with making a delicious soup that was actually Remy's. Because Remy would never get a chance to cook, he and Linguini enter into a partnership, where Remy does the cooking through Linguini, and Linguini gets the credit.As the movie wears on, the two run into several problems. They find it difficult to keep this secret from the overly mean head chef, Skinner, a growing tension between the two begins when Linguini falls in love with another chef, and they are faced with the challenge of cooking something for the most respected and hard to please critic in France...Anton Ego (Peter O'Toole) Critics have raved this movie as the best film Pixar has ever made. Uh...no. This is probably their worst film ever made. Pixar has always churned out great family movies, and I've always adored the characters they create. No...not this time.None of the characters are terribly likable, and the laughs are very few, despite repeated attempts with gags about French people.It was OK. Nothing more, nothing less. It's original, as most Pixar stuff is, and so that helps it along, but it just wasn't that good compared to their other work. It was a semi-entertaining, unfunny family film.A generous 6/10","
            9/10
            "
"Ratatouille","AmbushBug26","22 July 2007","I can easily say that this was Pixars finest movie yet, it was filled with heart-warming moments and jokes perfect for any family.The movies beginning was timed just right and makes you fall in love with the character instantly All the Jokes in the movie are surprising and pop outta nowhere making you laugh out loud. The characters are cute and lovable and the voice actors who provide them are spot-on perfect. The movie is filled with moments that make you want to just jump into the television or theater screen and hug the characters and make them feel better.And the plot of the story while kind of ridiculous, is a perfect plot for a rat movie, and sends Flushed Away rolling down the toilet. Over all Ratatouille is a film that is well worth seeing and is probably one of the best pixar movies ever-made","
            9/10
            "
"Ratatouille","ElMaruecan82","13 April 2016","While in the past, an imposing belly was the sign of good wealth, today: the poorer, the fatter.Indeed, good and healthy taste, in our junk/frozen/industrialized-food consuming society, became a luxury. This might explain the success of cooking-related TV programs, the sight of an appetizing meal is as rewarding to our senses as if it was eaten. Some surrender to bad food, out of laziness, those who don't learn to cook and are rewarded by the certitude that they'll always eat well, in total respect to their tastes and their stomachs.But can anyone cook? The question is raised in Disney Pixar's animated movie ""Ratatouille"", released in 2007, and it's as serious and defining as a problem in a high school essay. Everything in the film subtly relates to that simple question. Is the required discipline and dedicated available to the common mortal? The film doesn't provide answers, it's too adult for that, it just gratifies us with two great characters and let us figure out for ourselves. Of course, the most important and fascinating one is that blue rat, Remy, whose dream is to become a chef. The title ""Ratatouille"" is very well chosen as it plays on the word 'rat' and an iconic French meal, it also contributes to one of the most original climactic moments for any film.Remy is a fascinating character, even by Pixar standards, contrarily to many usual leads, his goal isn't conditioned by a specific mission, limited to the film's time-frame. This is a rat with a highly developed sense of taste and smell that was first used in order to detect poison. But later, Rémy felt he had a gift, he could recognize good food and from that, could learn about cooking. His idol is Chef Gusteau, a French cook whose motto was ""anyone can cook"". Remy used to watch him on a TV belonging to the old lady (whose house served as a refuge to the rats' colony) until discovering the chef died a long ago because of a scathing critic from Anton Ego who was probably to food what Pauline Kael was to the movies. This is a rather dark moment in the film where it's impossible not to believe the chef committed suicide, this is no joke in France as previous chef Bernard Loiseau committed suicide after losing one star is the fear Michelin Guide, the book whose effects can either be beneficial or disastrous.But it's still a Disney film and not to discomfort young viewers, Gusteau is resurrected in Remy's imagination. After escaping from the old lady's gunshots, his family vanishes in the sewer while he floats on the cooking book and maybe hallucinating out of hunger, discusses with the illustrated Gusteau (who's like 'Ghosto' all through the film). Remy wonders if anyone can cook as the chef pretends. But he actually gives another meaning to the question, it's not ""can anyone cook, even an amateur?"" but ""can anyone cook, even a rat?"" Remy will prove that, even as a rat, he can cook to perfection because he belongs to the category of gifted people who take cooking seriously. And he's immediately gotten the opportunity to prove his talent by fixing a soup almost spoiled by a new sous-chef hired in Gusteau's restaurant.Linguini is a lanky and awkward boy in his early twenties, he's hired by Gusteau's former sous-chef, a diminutive and sneaky-looking cook named Skinner. When he accidentally spills the soup and blindly drops ingredients in it, Remy manages to fix it, and the soup catches the attention of a prestigious critic. It's a matter of time before Linguini and Remy discover that they can communicate, and Remy becomes to Linguini what Cyrano was to Christian, a Ghost cook, so to speak, managing to guide his body in order to cook the perfect food. This is also a nice pretext to some of the film's best visual gags, the most explicit manifestations of slapstick and visual humor in a rather serious film. The smallness and fastness of Remy, the nonchalant and thin silhouette of Linguini creates great interaction, but it's the complicity between the two that drive the story.The second act allows us to discover that Linguini is Gusteau's unknown son and is likely to inherit the restaurant, which gives Skinner a status of clear antagonist. Meanwhile, a conventional romance develops between Linguini and Colette, the only female chef of the team (made of very interesting characters) and I think there was enough relationships in the film, Remy and his brother and father and even Linguini to really make us care for the romance. The crew was made of intriguing and interesting guys but their under-use didn't come as a surprise given how Rémy and Linguini formed a solid pair. Colette was a colorful and interesting character on her own but she didn't need to be in love with Linguini to help him. So, the film loses its track until a fantastic climax whose merit is not to rely on the traditional confrontation of good vs. evil.Anton Ego, tastes a piece of 'ratatouille' and lives a wonderful Madeleine Proust episode. In a way, this Madeleine moment makes the film's point about cook, it's an emotional connection, we love food that reminds us of something. I'll never forget the first tiramisu I ate, the best and I couldn't find the same taste. Food is something that revives emotions, mostly positive, it can indeed draw a smile in your face, and this is the power of ""Ratatouille"", it's inspirational on countless levels.I can imagine a kid dreaming of being a cook thanks to ""Ratatouille"", which is a serious vocation-inspiring film, but supposing Gusteau was wrong and not anyone can cook, then I hope the film's beautiful story will inspired kids to dream of being capable to bring the same joy and happiness to people by doing something with as dedication, love and passion as Remy.","
            10/10
            "
"Ratatouille","muppet-show","25 July 2007","Ratatuille is movie about a rat, Remy, who has a passion for the finer culinary arts. Despite peer pressure from his (fairly large) family, Remy just cannot accept the fact that he, as a rat, is condemned to eat whatever garbage he can scurry up, and is utterly fascinated by the world of cookery. Fittingly his hero is France's foremost chef, Gusteau. After being chased off their farm home, Remy is separated from his family and ends up in Paris, where Gusteau owns his restaurant (""Gusteau's"", amazingly). There, Remy sets up base and eventually befriends a lowly kitchen hand, named Linguini. Together, they set out to change the face of ""Gusteau's"" for ever.The basic premise of the movie is quite simple. Essentially it states that you can succeed, providing you have the talent and the tenacity to stick by your dream. When I went to see Ratatuille, I went in high hopes. Brad Bird, with ""The Incredibles"" under his belt, sets the bar high in his second computer animated movie, and he delivers the goods bar-none. Frankly it is among the best animated movies ever to come from the US. The story is very charming and heartwarming. And while the film is very funny, it uses a variety of comedic elements ranging from subtle humor to outright slapstick, there is an element of drama and tension ensuring that viewers of all ages will be kept entertained. The dialog is witty and absorbing, the story will provide some twists and the animation is beautifully executed. Even the supporting ""cast"" are lovingly portrayed (I especially liked the chef who once ""killed a man with his thumb"") adding to the dept of the narrative. The voice acting is done very well in general. O'Toole, portraying the menacing food critic Anton Ego, and Ian Holm as Skinner, the choleric Head Chef, provide for the icing on the cake.This film, very much like the ""Incredibles"", is not specifically aimed at young viewers. It provides a mature tone adding to the movie's credibility, which is good, since it will keep parents from falling asleep while their kids are having a good time. Actually, falling asleep will be the last thing on the viewer's mind as Bird again masterfully showcases a piece of cinema, in which the captivating story comes first, and the animation a distant second. Take your kids, take your spouse/girlfriend, take you neighbors, but go watch this film. And visit a nice restaurant after that. Bon Appetit","
            10/10
            "
"Ratatouille","onepotato2","14 November 2007","...but goes to pieces.I appreciate that this was about a goal other than falling in love. The choice of a plot that introduces kids to a passion for food is fresh. The final development which portrays food as a gesture that invokes love & memory is very nice. The critics change of heart is poignant like the Grinch's. Storywise, I can't accommodate why Linguini, who can't wait for a moment to monkey with the boiling soup, has to know absolutely nothing about cooking for the whole film. The two ideas are incompatible. The fraud storyline is not engaging. The movie is about twice as long as I'd prefer, due to dual protags whose stories need to receive development & resolution, but the usual psychodrama of earning a parents respect (Remy / rat) and believing in oneself (Linguini / human) must be a tiresome saw for kids, and adults have seen it a thousand times. The climax in which a swarm of rats gets the run of the kitchen of a French restaurant is over the top (and frankly kinda gross). All of this goes down while revisiting two of Disneys most exhausted, irritating mainstays; A) protagonists regardless of race/nationality will appear to be Caucasian Americans, and B) villains will always be foreign & physically extreme. Adding insult to injury is that there is a token black character in the kitchen who doesn't have a single line of dialog.I'm not a big fan of Pixar's run of successful movies. Only Monsters Inc. did anything for me. I disliked Nemo in the extreme, and you couldn't lure me to go see Cars with a thousand dollar bill on fishing line. I also think the decision to drop flat animation was a mistake.","
            9/10
            "
"Ratatouille","blyon-1","16 June 2007","This movie keeps your attention from start to finish and is entertainment for everyone. I quickly forget that I was watching an animated film and found myself laughing with much of the other theater audience throughout the movie.My 14 yr old daughter and I found ourselves talking all the way home about how much we enjoyed it, each of us picking out one 'favorite scene' after another.If I had just read the plot and not seen the 9 minute trailer on TiVo, I undoubtedly would have missed one of the most enjoyable movies I have ever seen. The plot description does not do it any justice at all. This is a GREAT movie!","
            10/10
            "
"Ratatouille","bob020787","7 July 2007","When I first heard about Pixar's Ratatouille, I thought it sounded incredibly lame, and that it would signal the beginning of Pixar's demise. Not only was I wrong, but in a big way. Ratatouille was not only one of the most entertaining movies I have seen this year, but it might possibly be the best film Pixar has ever made, and that is saying quite a lot given their previous offerings.For those of you who haven't heard of it, Ratatouille is the story of a rat named Remy who has a penchant for cooking. This poses a problem for Remy because if a rat is seen anywhere near a kitchen it is attacked and killed. However, through a chance encounter, Remy teams up with an incompetent human chef to become the greatest chef in Paris.While the story might seem juvenile, director Brad Bird (The Incredibles) exceptionally creates a story which all audiences can enjoy. On one hand it is the tale of an outcast, who despite tremendous adversity is able to achieve great success. At the same time, it is a coming of age story; where the son must leave his family behind to do something truly great.This story never fails to entertain the audience, not only with its laughs, but also with its characters. These characters are voiced superbly by performers which were perfectly for their roles. Bird didn't pick his actors to have names to put on a poster (as Pixar has done before with Tim Allen, Tom Hanks, John Goodman, and Billy Crystal) but the actors were specifically selected for the characters they played.Standing out amongst these actors was Peter O'Toole who played the evil food critic Anton Ego. O'Toole delivers the finest lines of the film, as well as the climactic monologue in which his character critiques the food of Remy. This monologue may stand as one of the best ever, and it was spoken to perfection by Mr. O'Toole.Not only does the film have a wonderful story, but its animation is as delectable as the food that Remy creates. The world which Remy lives in was complete to the slightest detail, making earlier Pixar films such as Toy Story and Monsters, Inc. look amateur. Every scene in the film was visually stunning, a fact which made the film considerably more entertaining.Overall, I give Ratatouille 10/10 salty stix. In a summer that has been oversaturated with disappointing sequels to some of my favorite movies, Pixar has again created one of the most original, enjoyable films of the year, and I recommend it to everybody.Google SaltyStix for more film reviews","
            2/10
            "
"Ratatouille","freeds","5 October 2007","I will never look at the humble title dish the same way again. Beautifully artistic, non-cutesy animation, charming music and vocal characterizations, witty, snappy dialogue that is MUCH too sophisticated for children, TWO simultaneous success stories (1: true talent will out; 2: oaf makes good), a rocky-road-to-love story starring a very gutsy female, a terrifying but ultimately soft-hearted food critic, a cultured arch-villain, the mad competition for restaurant star ratings, overcoming the barriers of inter-species mutual mistrust and — above all — a celebration of those greatest of human inventions: good food and wine. What more could one ask? (A film of deeper social significance, perhaps, which explains my 9 instead of 10 rat-ing.) If you don't love this film you probably are dead.One thing I haven't figured out: why did the rats come in two colors, brown and bluish-gray? Will someone please explain the significance?OK, where's that zucchini . . .Barry Freed","
            10/10
            "
"Ratatouille","fuzzysham13","24 July 2007","I saw this movie with some reservations, I was like ""its a kids movie. I'm 19 yrs old"". But you know what, I was sorely mistaken. It's not just a kids movie.Pixar does an amazing job with this movie, it's up with the original Toy Story. The character are entertaining and easy to relate to. Everyone can relate to wanting to do something and having someone tell you that you can't do it; everyone can relate to just wanting that one shot. Ultimately that is all Remy and Linguini want. The characters are also well flawed, Remy's desire to be a great chef almost gets in the way of his family and friends. Linguini has to lie to protect Remy.This movie was more than I was expecting. A good story, well crafted characters, and comedy around every corner.","
            10/10
            "
"Ratatouille","CinemaClown","7 October 2013","Envisioned, cooked, garnished & served by the finest talents working at Pixar Animation Studios, Ratatouille is a magical blend of imagination, creativity & craftsmanship that puts together its fresh ingredients with remarkable care & attention to detail, is flavoured with fine dose of wit & huge shot of inspiration which is then baked to near-perfection under its impeccable direction, deftly written screenplay & incredible set of rich characters, followed by its garnishing with state-of-the-art animation, expert use of colour palettes & enchanting score, and is finally presented to us customers in a perfectly refined fashion.Set in the locales of Paris, the story of Ratatouille concerns Remy; an ambitious rat who is gifted with a highly developed sense of taste n smell, is skilled in the art of cooking & wants to become a great chef one day. While his rodent appearance & human's aversion to rats already pose a fatal threat to his passion for cooking, new doors of possibilities are opened when a fateful event separates Remy from his family & takes him to the famous restaurant of his culinary hero where he tries to achieve his goal by forming an odd alliance with the restaurant's garbage boy which turns the culinary world upside down.Written, produced & directed by Brad Bird, Ratatouille marks yet another achievement for Pixar as this revolutionary studio continues to scale new heights with its flawless fusion of quality storytelling with breathtaking animation and of all the films they've dished out so far, this is my personal favourite. The precision with which each frame is rendered here speaks volumes about the extensive research that went into its production and whether it is the depiction of Parisian streets or French cuisines or culinary art or rodent lifestyle or passion n love for food, Ratatouille captures these tiniest of details with sublime delicacy.The 3D animation from Pixar has always been at the forefront of its genre & with this film, it further pushes that art form into new realms to raise the bar once again. The biggest proof that Pixar absolutely nailed it when it comes to capturing the essence of food & culinary art is present in the moments when we find ourselves salivating for what actually are animated cuisines. Add to that, the characters inhabiting this picture are very life-like & well-rounded with defined arcs plus its storyline risks failure by taking the road-less-travelled but once again manages to come out a winner in the end, just like every single Pixar film before it.While characters in almost all their films are brilliantly designed, wonderfully detailed & smoothly rendered on the screen, there is one more thing that plays a vital role behind its success but never really gets enough credit & that's the contribution of its voice-cast. Time n again, Pixar has come up with a fitting cast to voice its characters & with Ratatouille, the tradition continues for the French accent here is pretty much spot-on. And last but not the least, there's Michael Giacchino's beautiful, heartwarming & delightful score that turns this tale into an emotional roller-coaster ride with its wild, dynamic & adventurous tracks.On an overall scale, Ratatouille is a mouth-watering blend of action, adventure, ambition, art & awesomeness that continues Pixar's unbroken winning streak by hitting an eighth consecutive home-run for the studio and, with the help of its terrific direction, inventive screenplay, dazzling visuals, gorgeous animation, awe-inspiring camera-work, tight editing, exquisite use of humour & mesmerising score, effortlessly succeeds as one of the most enjoyable, entertaining & fulfilling films ever made. Inspiring, motivating & satiating on both visceral & emotional scale plus radiating its heartfelt warmth effectively from start to finish, this culinary classic is a finger-lickin' delicious cuisine that comes delightfully recommended.","
            10/10
            "
"Ratatouille","shudderdamage","29 June 2007","I very rarely have any sort of major appreciation for computer graphics even though they are a high and masterful achievement. The graphics are wonderful, but that's not why you should see this movie. The dialogue is perfect and moving, yes, to the point of tearing up your eyes. It's clever and sweet. The critic in this film (voiced by Peter O'Toole, no less) is a wonderfully hysterical as the archetypal villain. All the characters will charm you and make you laugh and cry with them. It is VERY poetic, without being convoluted, too deep, or forgetting it's a family movie. Definitely the best I've seen from pixar or Disney in an extremely long time... probably since Aladdin. Anyway, go see this one quick.","
            8/10
            "
"Ratatouille","pbstarman","30 July 2022","Lovely movie. I've seen this movie at least four times. The animation and story is superb. A fun, colorful journey that is very heartwarming and endearing. This movie is one of my all time animated favorites.","
            7/10
            "
"Ratatouille","george.schmidt","9 July 2007","RATATOUILLE (2007) ***1/2 (VOICES OF: Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O' Toole, Brad Garrett, Janeane Garofalo, Will Arnett, James Remar, John Ratzenberger. Wonderful animated fare from the good folks at Pixar continuing their winning streak in this unlikely comedy about a rat named Remy(Oswalt) who has a flair for cooking and the bond he faces with a human chef-wannabe (Romano) involving the ghost of a renowned gourmet chef (Garrett), a competitive mentor love interest (Garofalo) and the current chef of the Parisian restaurant (Holm) who has designs to thwart our heroes at any cost. Fantastic set pieces, gorgeously designed backgrounds so photo-realistic you'll be salivating and sharp direction once again from vet director Brad Bird.","
            10/10
            "
"Ratatouille","windwhirl5000","1 August 2007","It sounded good, but boring. I wasn't particularly enthusiastic about watching it. My friend Brigid who had already seen it and had begged me to come with her again ever since dragged me along. It was so cute! I myself had been a little disappointed with pixar before then. First, it was special and there were only a few. Now, a new one seems to come every week and the stories are all so similar. Ratatouille though, was very original. Who would think of a rat who loves to cook and decides to help a human who CAN'T cook? I love this movie. I didn't expect much, but I was far from disappointed. I give ratatouille a well deserved 10/10.","
            10/10
            "
"Ratatouille","springsunnywinter","15 October 2007","We can all see the hard work put into the film and looks quite expensive although not as expensive as its budget which is $150 million. But the film has an absolute poor story-line that is probably written by a 10 year old child and lacks a single decent joke. It was about 2 hours with not even a paragraph of story about a rat who is helping a chef to cook; if the story is supposed to be poor then they should have cut down the running length about 1 hour 20 minutes. The film was about 2 hours but it seemed about 4 hours and when it ended I sighed with relief and I thought that it would never end.Ratatouille is critically acclaimed and they said that it's smart which is absolutely wrong because you didn't even have to be of average intelligence to understand and come up with the plot. I just don't know why critics always have wrong opinions. I'm not a critic myself but I still told the fact.I liked Pixar ever since I've seen Toy Story. Their animation is wonderful and stories are always interesting. For the first time I'm disappointed and about 60% of the film was quite boring that I had a look around the cinema hall and some children were asleep, adults were yawning and a couple of people just left and never came back. Basically everyone was dying by boredom. Pixar usually make their films suitable for all ages but Ratatouille isn't, it's too long for children and boring for adults.The Simpsons Movie was a million times better because it had a much more intelligent plot; every single scene was extremely funny, shorter running length and was made half the budget of Ratatouille. The only reason why I can say that it's a blockbuster because it's a Pixar movie and they really did a good job fooling everyone with the really interesting trailer. The top 5 best Pixar films are: 1) Monsters Inc 2) Finding Nemo 3) Cars 4) Toy Story 5) The Incredibles","
            7/10
            "
"Ratatouille","chevy_malibu97","10 November 2007","There's a rat in the kitchen, what am I going to do? I am going to kill that rat thats what I am going to do! That is a line from a UB40 song. It is probably what I would have said before I saw this picture. However, Remy is such a cute little blue rat. I would never think of hurting him. However, in the kitchen of a restaurant maybe another story.You could tell I was no débutante. Anyhow, my review of this film. I love Pixar animation films. I think they are great. This was no exception. The film had an excellent story with some great themes. Determination, follow your dreams, anyone can cook,hope, friendship,being creative. Cooking is a type of art form. It is wondrous to watch as chefs put together these ingredients in such a way as to make something the is both pleasing to the eye as well as the pallet. Ratatouille is very pleasing to the eye. We are introduced to Remy, the young determined rat, as he is trying to combine ingredients in a farm house that he is soon roused out of (see the movie , I am not giving it away). After sometime in the sewers of Paris, he finds the place to be able to express himself. There is such heart to this film that it is one that I have enjoyed watching over and over. I saw it 5 times in the theater. I thought it was head and shoulders above the Simpson Movie. Great movie. Go see it","
            9/10
            "
"Ratatouille","tord-1","25 January 2013","This is one of these movies that gets better after each tasting, like a good wine.It is really hard to find anything to complain about - well paced, well animated, well edited, almost realistic, and a lovely story altogether! One of the better Pixar films, no doubt about that!It really grows on you, for each viewing. The main character, Linguini, whose first name seems to not exist, is maybe a little over the top, but very likable anyway.Like a classic drama it contains villains, and heroes, but none is totally good, or totally bad. And the good guy wins, in a grand way!Nothing to dislike, except, maybe, a slight editing would have increased the pace a bit, like the rats's cooking scene, that uses the same sequence, twice! Noy a big issue, anyway!Sound, and voices, are perfect, in my book, as is lighting, and not least the animation, is just 100% perfect!","
            10/10
            "
"Ratatouille","baseballfanjm","30 June 2007","Ratatouille is the best animated film made in the US since Beauty and the Beast. Believe me, that's not a put down against American animation. Pixar has ensured that America has put out top class films for years now (ever since traditional Disney films have fallen in quality), and Ratatouille is the best one yet.It is the most mature Pixar film yet. No, not in terms of mature content (it's G-rated through and through) or in thematic elements (there's nothing here that will frighten or confuse the youngsters). Its maturity comes in the form of how Bird is willing to acknowledge that, yes, audiences appreciate smart films. This is a SMART movie. It presents a situation that a weaker filmmaker would exploit for cheap gags and obvious plot turns, and makes a hilarious, touching, and all around extraordinary film out of it. The writing and direction are top notch. The animation is the most gorgeous, some of it the most creative, that Pixar has turned out yet.Bird combines these elements into an absolutely wonderful film that is unconventional, beautiful, and just plain fun.Edit- Jackhorrorshow, please watch movies before casting any sort of judgment. You are very, very wrong about this movie's originality.","
            8/10
            "
